category,bank_slug,subject,course_semester,unit,unit_title,topic,question,option_a,option_b,option_c,option_d,correct_answer,marks,difficulty,bloom_level,co_mapping,tags
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,4,Unsupervised Learning,Unsupervised Learning,"Which description best matches ""K-means""?",Grouping similar observations without predefined class labels.,The fraction of predicted positives that are actually positive.,A clustering algorithm that partitions points around a specified number of centroids.,The fraction of actual positives that are correctly identified.,C,1,Easy,Remember,CO4,"preloaded,machine-learning,unsupervised-learning"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,4,Unsupervised Learning,Unsupervised Learning,"Which term is best described as: ""A dimensionality-reduction technique based on orthogonal directions of maximum variance.""",K-means,PCA,Unsupervised learning,Logistic regression,B,1,Medium,Understand,CO4,"preloaded,machine-learning,unsupervised-learning"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,4,Unsupervised Learning,Unsupervised Learning,"In Machine Learning, what does ""Clustering""?",A clustering algorithm that partitions points around a specified number of centroids.,The fraction of predicted positives that are actually positive.,A dimensionality-reduction technique based on orthogonal directions of maximum variance.,Grouping similar observations without predefined class labels.,D,1,Hard,Analyze,CO4,"preloaded,machine-learning,unsupervised-learning"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,5,Neural Networks,Neural Networks,"Which description best matches ""Neuron""?",A method for computing gradients through a neural network.,Grouping similar observations without predefined class labels.,A computational unit that combines weighted inputs and applies an activation function.,Separating data into subsets for fitting and evaluating a model.,C,1,Easy,Remember,CO5,"preloaded,machine-learning,neural-networks"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,5,Neural Networks,Neural Networks,"Which term is best described as: ""A method for computing gradients through a neural network.""",Recall,Clustering,Neuron,Backpropagation,D,1,Medium,Understand,CO5,"preloaded,machine-learning,neural-networks"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,5,Neural Networks,Neural Networks,"In Machine Learning, what does ""Epoch""?",Learning a mapping from inputs to labeled targets.,A computational unit that combines weighted inputs and applies an activation function.,One complete pass through the training dataset.,The fraction of predicted positives that are actually positive.,C,1,Hard,Analyze,CO5,"preloaded,machine-learning,neural-networks"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,1,Security Fundamentals,Security Fundamentals,"Which description best matches ""Confidentiality""?",A protected logical network connection established over another network.,A one-way function mapping arbitrary-length input to a fixed-length digest.,Protection against unauthorized or improper modification of information.,Protection against unauthorized disclosure of information.,D,1,Easy,Remember,CO1,"preloaded,cyber-security,security-fundamentals"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,1,Security Fundamentals,Security Fundamentals,"Which term is best described as: ""Protection against unauthorized or improper modification of information.""",Public-key encryption,Integrity,IDS,Symmetric encryption,B,1,Medium,Understand,CO1,"preloaded,cyber-security,security-fundamentals"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,1,Security Fundamentals,Security Fundamentals,"In Cyber Security, what does ""Availability""?",A vulnerability that allows attacker-controlled script to execute in another user's browser.,Ensuring systems and data are accessible when authorized users need them.,A separate copy of data maintained to support recovery after loss or corruption.,A control that filters network traffic according to defined rules.,B,1,Hard,Analyze,CO1,"preloaded,cyber-security,security-fundamentals"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,2,Cryptography,Cryptography,"Which description best matches ""Symmetric encryption""?",A vulnerability that allows attacker-controlled script to execute in another user's browser.,"Checking external input against expected type, format, range or rules.",Encryption using the same secret key for encryption and decryption.,A one-way function mapping arbitrary-length input to a fixed-length digest.,C,1,Easy,Remember,CO2,"preloaded,cyber-security,cryptography"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,2,Cryptography,Cryptography,"Which term is best described as: ""Encryption using a public/private key pair.""",Public-key encryption,SQL injection,XSS,IDS,A,1,Medium,Understand,CO2,"preloaded,cyber-security,cryptography"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,2,Cryptography,Cryptography,"In Cyber Security, what does ""Hash function""?","Checking external input against expected type, format, range or rules.",A system that monitors activity for signs of attacks or policy violations.,A one-way function mapping arbitrary-length input to a fixed-length digest.,Encryption using the same secret key for encryption and decryption.,C,1,Hard,Analyze,CO2,"preloaded,cyber-security,cryptography"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,3,Network Security,Network Security,"Which description best matches ""Firewall""?",A vulnerability that allows attacker-controlled script to execute in another user's browser.,An attack that manipulates database queries through untrusted input.,A system that monitors activity for signs of attacks or policy violations.,A control that filters network traffic according to defined rules.,D,1,Easy,Remember,CO3,"preloaded,cyber-security,network-security"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,3,Network Security,Network Security,"Which term is best described as: ""A system that monitors activity for signs of attacks or policy violations.""",VPN,Backup,Incident response,IDS,D,1,Medium,Understand,CO3,"preloaded,cyber-security,network-security"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,3,Network Security,Network Security,"In Cyber Security, what does ""VPN""?",A protected logical network connection established over another network.,A vulnerability that allows attacker-controlled script to execute in another user's browser.,A system that monitors activity for signs of attacks or policy violations.,Encryption using the same secret key for encryption and decryption.,A,1,Hard,Analyze,CO3,"preloaded,cyber-security,network-security"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,4,Application Security,Application Security,"Which description best matches ""SQL injection""?","Checking external input against expected type, format, range or rules.",An attack that manipulates database queries through untrusted input.,A separate copy of data maintained to support recovery after loss or corruption.,"A structured process for preparing for, detecting, containing, eradicating and recovering from security incidents.",B,1,Easy,Remember,CO4,"preloaded,cyber-security,application-security"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,4,Application Security,Application Security,"Which term is best described as: ""A vulnerability that allows attacker-controlled script to execute in another user's browser.""",VPN,XSS,IDS,Incident response,B,1,Medium,Understand,CO4,"preloaded,cyber-security,application-security"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,4,Application Security,Application Security,"In Cyber Security, what does ""Input validation""?","A structured process for preparing for, detecting, containing, eradicating and recovering from security incidents.","Checking external input against expected type, format, range or rules.",A protected logical network connection established over another network.,The combination of likelihood and impact associated with a threat exploiting a vulnerability.,B,1,Hard,Analyze,CO4,"preloaded,cyber-security,application-security"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,5,Risk and Incident Response,Risk and Incident Response,"Which description best matches ""Risk""?",Encryption using the same secret key for encryption and decryption.,The combination of likelihood and impact associated with a threat exploiting a vulnerability.,A system that monitors activity for signs of attacks or policy violations.,A protected logical network connection established over another network.,B,1,Easy,Remember,CO5,"preloaded,cyber-security,risk-and-incident-response"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,5,Risk and Incident Response,Risk and Incident Response,"Which term is best described as: ""A structured process for preparing for, detecting, containing, eradicating and recovering from security incidents.""",VPN,Confidentiality,Symmetric encryption,Incident response,D,1,Medium,Understand,CO5,"preloaded,cyber-security,risk-and-incident-response"
CSE / IT Core,cyber-security,Cyber Security,B.Tech CSE/IT,5,Risk and Incident Response,Risk and Incident Response,"In Cyber Security, what does ""Backup""?",Encryption using the same secret key for encryption and decryption.,An attack that manipulates database queries through untrusted input.,Encryption using a public/private key pair.,A separate copy of data maintained to support recovery after loss or corruption.,D,1,Hard,Analyze,CO5,"preloaded,cyber-security,risk-and-incident-response"
CSE / IT Core,internet-of-things,Internet of Things,B.Tech CSE/IT,1,IoT Foundations,IoT Foundations,"Which description best matches ""IoT""?",A converter that transforms an analog signal into a digital representation.,"A network of physical objects equipped with sensing, processing and communication capabilities.",General-purpose input/output pins used for digital interaction with external hardware.,"A controlled process for replacing embedded device software, ideally with authenticated packages.",B,1,Easy,Remember,CO1,"preloaded,internet-of-things,iot-foundations"
